num	null_model	altermodel	LogLikelihoodRatio	null_est	alt_est
472	-143877.243825	-143818.830107	58.413718000025	lambda: 0.00101474897398_mu: 0.00061406040100	lambda: 0.00101746251494,0.00046136771436_mu: 0.00063284416290,0.00068131550599
473	-143977.336597	-144353.380756	-376.04415900001	lambda: 0.00101117272624_mu: 0.00061069201094	lambda: 0.00182942593021,0.00023454925646_mu: 0.00048350538785,0.00000000000115
474	-142693.312485	-142528.956918	164.35556699999	lambda: 0.00100151050255_mu: 0.00060526166961	lambda: 0.00101258881112,0.00013559828572_mu: 0.00061457240397,0.00000000000413
475	-143085.936374	-142909.314816	176.62155800001	lambda: 0.00100900425451_mu: 0.00059928923512	lambda: 0.00102094675559,0.00011551033307_mu: 0.00060920822006,0.00000000001345
476	-143854.936019	-143670.766605	184.16941399997	lambda: 0.00101600974389_mu: 0.00059791830466	lambda: 0.00103003629693,0.00013114097799_mu: 0.00061090601892,0.00000000000286
477	-144652.251481	-144488.590225	163.66125600002	lambda: 0.00102168160691_mu: 0.00061652351640	lambda: 0.00103732534924,0.00019041719055_mu: 0.00063417755022,0.00003705000449
478	-143770.990154	-143583.390844	187.59930999999	lambda: 0.00100996887373_mu: 0.00060029045815	lambda: 0.00102015851644,0.00011957486821_mu: 0.00061062939893,0.00000000000417
479	-143975.298787	-146417.240134	-2441.941347	lambda: 0.00100912664871_mu: 0.00062181512241	lambda: 0.00049386948126,0.00006164635849_mu: 0.00075025283170,0.00016787825134
480	-143948.481310	-143773.669637	174.81167299999	lambda: 0.00102301485189_mu: 0.00060627296742	lambda: 0.00103466974712,0.00035786408166_mu: 0.00061508273779,0.00000000000041
481	-143040.581716	-142850.747697	189.83401899997	lambda: 0.00100625405073_mu: 0.00061066338126	lambda: 0.00101789535002,0.00009714516133_mu: 0.00062113192736,0.00000051557073
482	-142991.535799	-144040.706153	-1049.170354	lambda: 0.00099859013588_mu: 0.00061035722380	lambda: 0.00190634230340,0.00040881329775_mu: 0.00048379030170,0.00000000000399
483	-144156.598485	-143974.026857	182.57162800001	lambda: 0.00101920082846_mu: 0.00060737750141	lambda: 0.00103221041810,0.00012884391496_mu: 0.00061632648792,0.00000000000507
484	-143473.671719	-143354.533137	119.13858200001	lambda: 0.00099373859130_mu: 0.00061934275925	lambda: 0.00095062725882,0.00070493839623_mu: 0.00064831660884,0.00000000000123
485	-143892.497505	-143712.766542	179.73096300001	lambda: 0.00101012458778_mu: 0.00061070724745	lambda: 0.00102155631424,0.00013641932983_mu: 0.00062038095887,0.00000000000299
486	-144153.833380	-143959.705249	194.128131	lambda: 0.00102086297935_mu: 0.00061481874260	lambda: 0.00103175140480,0.00012637473352_mu: 0.00062594657301,0.00000000722376
487	-143389.563517	-143214.755417	174.80809999999	lambda: 0.00101192023731_mu: 0.00060290236494	lambda: 0.00102451379729,0.00010818431482_mu: 0.00061279036509,0.00000000000030
488	-144100.565291	-143909.927435	190.63785600002	lambda: 0.00101118311950_mu: 0.00060576284652	lambda: 0.00102202284819,0.00011098487776_mu: 0.00061574495784,0.00000000000108
489	-143638.257270	-143456.384817	181.87245299999	lambda: 0.00101325888334_mu: 0.00061585489064	lambda: 0.00102324381628,0.00018046893580_mu: 0.00062691727498,0.00000000000200
490	-143591.876506	-143425.672152	166.20435399999	lambda: 0.00101871208104_mu: 0.00061439716465	lambda: 0.00102895563475,0.00018669568140_mu: 0.00062453070247,0.00000000000175
491	-143720.104200	-143553.702653	166.40154700002	lambda: 0.00100223580720_mu: 0.00061346780662	lambda: 0.00101261704756,0.00030209461266_mu: 0.00062191650394,0.00000000000497
492	-143406.198742	-143215.713745	190.48499700002	lambda: 0.00099969427742_mu: 0.00061878389696	lambda: 0.00101255376204,0.00009481935597_mu: 0.00062951791402,0.00000000765121
493	-143566.688935	-143373.021473	193.66746200001	lambda: 0.00100788545981_mu: 0.00060343475303	lambda: 0.00102014288148,0.00006060974918_mu: 0.00061364680623,0.00000000004237
494	-144555.690402	-144372.902843	182.78755900002	lambda: 0.00100962247720_mu: 0.00062664247216	lambda: 0.00102041828155,0.00013512483013_mu: 0.00063663728502,0.00000000001626
495	-143315.686862	-143123.038479	192.64838299999	lambda: 0.00101883822389_mu: 0.00060908165094	lambda: 0.00103053261046,0.00007355657178_mu: 0.00061925303058,0.00000000083621
496	-143224.529881	-143059.201439	165.328442	lambda: 0.00100302611114_mu: 0.00061368578910	lambda: 0.00101429706121,0.00003568124054_mu: 0.00062453985616,0.00000000000454
497	-143174.031508	-143019.680050	154.35145799999	lambda: 0.00099733323087_mu: 0.00061762738174	lambda: 0.00101100753800,0.00011694919258_mu: 0.00062601227821,0.00000000009504
498	-143766.186693	-143572.239000	193.94769299999	lambda: 0.00102039749339_mu: 0.00061038673900	lambda: 0.00103183622895,0.00006711760377_mu: 0.00061956253172,0.00000000000018
499	-143836.198065	-143659.072388	177.125677	lambda: 0.00100019824823_mu: 0.00061140405659	lambda: 0.00101134646575,0.00016874938579_mu: 0.00062132561431,0.00000000000234
500	-143188.933104	-143015.582240	173.35086400001	lambda: 0.00100641944753_mu: 0.00060652147746	lambda: 0.00101446647565,0.00005598223189_mu: 0.00062783214899,0.00000000079789
501	-143556.526802	-143376.013027	180.513775	lambda: 0.00100213052303_mu: 0.00060814954289	lambda: 0.00101131259842,0.00013353767704_mu: 0.00061933536096,0.00000000000397
502	-144408.464485	-144237.806561	170.657924	lambda: 0.00101492749872_mu: 0.00061121951890	lambda: 0.00102452415913,0.00010991988650_mu: 0.00062133192641,0.00000215376012
503	-143328.975051	-143164.863486	164.111565	lambda: 0.00100199464612_mu: 0.00060371826064	lambda: 0.00101343377162,0.00012486343019_mu: 0.00061344082802,0.00000000400621
504	-143261.594695	-144395.990818	-1134.396123	lambda: 0.00100813000209_mu: 0.00060047826278	lambda: 0.00191066494930,0.00023342457677_mu: 0.00047899733623,0.00000000000123
505	-144112.723241	-143929.216633	183.506608	lambda: 0.00100974820148_mu: 0.00061943167188	lambda: 0.00102796078366,0.00010001876267_mu: 0.00062608897779,0.00000000003091
506	-143267.676922	-143092.681796	174.99512600002	lambda: 0.00100300265017_mu: 0.00061645287783	lambda: 0.00101506766502,0.00014826810556_mu: 0.00062618809275,0.00000000001019
507	-143611.439553	-143449.330030	162.10952299999	lambda: 0.00099524582207_mu: 0.00061171497180	lambda: 0.00100872722277,0.00014983356516_mu: 0.00061851923797,0.00000000000740
508	-143788.947862	-143642.206616	146.74124599999	lambda: 0.00101277313936_mu: 0.00061685068444	lambda: 0.00102673361035,0.00062668792909_mu: 0.00062816329965,0.00001600768909
509	-143390.641191	-143173.520694	217.120497	lambda: 0.00101450073918_mu: 0.00061278896648	lambda: 0.00102760504637,0.00006042949678_mu: 0.00062390079347,0.00000000000060
510	-143832.201334	-143631.685873	200.515461	lambda: 0.00100256096042_mu: 0.00060248369236	lambda: 0.00101441350020,0.00006465763395_mu: 0.00061212988251,0.00000000000434
511	-143506.895399	-144908.585682	-1401.690283	lambda: 0.00100595459647_mu: 0.00060653178135	lambda: 0.00103581728935,0.00000002691802_mu: 0.00031555277365,0.00000000000513
512	-143391.928963	-143246.891953	145.03701	lambda: 0.00100562671191_mu: 0.00061391761787	lambda: 0.00101437455333,0.00055099122556_mu: 0.00061977453033,0.00000000000090
513	-143681.420945	-143659.519684	21.901260999992	lambda: 0.00099857269555_mu: 0.00061294673210	lambda: 0.00103595632044,0.00119696280075_mu: 0.00060423772155,0.00000000000006
514	-143712.848065	-143530.154943	182.693122	lambda: 0.00101218138005_mu: 0.00060544096097	lambda: 0.00102410373806,0.00012980448075_mu: 0.00061514614435,0.00000000002538
515	-143718.570763	-143550.400143	168.17061999999	lambda: 0.00101059054964_mu: 0.00061705213144	lambda: 0.00102067207044,0.00017424308097_mu: 0.00062785216298,0.00000000012557
516	-143674.711573	-143823.707912	-148.996339	lambda: 0.00100652395002_mu: 0.00060940484893	lambda: 0.00098500054928,0.00033795833189_mu: 0.00062125571902,0.00154825544291
517	-143857.635120	-143683.780157	173.85496299999	lambda: 0.00101516858652_mu: 0.00061581777737	lambda: 0.00101852022604,0.00018068120349_mu: 0.00063895845260,0.00000000000323
518	-142977.289005	-142791.449476	185.83952899999	lambda: 0.00100397890463_mu: 0.00060251853516	lambda: 0.00101521540079,0.00012398448702_mu: 0.00061278466378,0.00000000000207
519	-143278.960607	-143087.873729	191.08687799997	lambda: 0.00100411635386_mu: 0.00061422795224	lambda: 0.00100716581994,0.00008153991754_mu: 0.00064083560753,0.00000000000110
520	-144760.537168	-144575.673919	184.86324900002	lambda: 0.00101761750916_mu: 0.00061278617746	lambda: 0.00102850153625,0.00013372915219_mu: 0.00062372618316,0.00000000000227
521	-143060.534975	-142872.373063	188.16191199998	lambda: 0.00100389616116_mu: 0.00060419312347	lambda: 0.00101553019849,0.00011382061824_mu: 0.00061584330921,0.00000000000017
522	-144185.149222	-144049.431370	135.717852	lambda: 0.00100934704642_mu: 0.00060375559465	lambda: 0.00102554803946,0.00062452739559_mu: 0.00060919032667,0.00000000212706
523	-144396.742468	-144225.496697	171.24577100002	lambda: 0.00103528666279_mu: 0.00061055314988	lambda: 0.00104625392622,0.00008963867268_mu: 0.00062176121630,0.00000000000083
524	-144280.098530	-144097.880760	182.21776999999	lambda: 0.00099610115838_mu: 0.00061722718437	lambda: 0.00100818049816,0.00011610319389_mu: 0.00062724433741,0.00000000000020
525	-143895.871918	-143716.199295	179.67262299999	lambda: 0.00102040464781_mu: 0.00061207488299	lambda: 0.00103216465726,0.00012889731871_mu: 0.00062182619263,0.00000000000414
526	-144137.079717	-143968.173554	168.90616299998	lambda: 0.00100678116407_mu: 0.00062500380497	lambda: 0.00101094325716,0.00017416572916_mu: 0.00064285316459,0.00000000003917
527	-143425.929310	-143255.428917	170.50039299999	lambda: 0.00101293191909_mu: 0.00061465229692	lambda: 0.00102430017212,0.00016476896287_mu: 0.00062475131542,0.00000000000189
528	-143243.367396	-143072.616827	170.750569	lambda: 0.00100021437159_mu: 0.00061549734522	lambda: 0.00101667724532,0.00035984412428_mu: 0.00062186341212,0.00000000000106
529	-144080.798047	-143888.056262	192.74178499999	lambda: 0.00101315684144_mu: 0.00062200331464	lambda: 0.00102743856221,0.00010274586330_mu: 0.00063139082760,0.00000000000427
530	-143354.741572	-143165.339184	189.40238799999	lambda: 0.00102103795031_mu: 0.00060869487908	lambda: 0.00103524755917,0.00010922008876_mu: 0.00061810235216,0.00000000012080
531	-143158.535492	-144382.797921	-1224.262429	lambda: 0.00099669364892_mu: 0.00060349034521	lambda: 0.00190003576029,0.00077772565942_mu: 0.00047491684359,0.00000000304975
532	-143342.574891	-143152.365076	190.20981500001	lambda: 0.00101213593189_mu: 0.00062194503112	lambda: 0.00102191826433,0.00007958484017_mu: 0.00063199515156,0.00000000000156
533	-143083.723207	-142910.609357	173.11384999999	lambda: 0.00100366849817_mu: 0.00059808214492	lambda: 0.00101516669502,0.00011755963174_mu: 0.00060725545105,0.00000000001045
534	-143912.320163	-143730.335318	181.984845	lambda: 0.00101175932423_mu: 0.00060103553035	lambda: 0.00102161076504,0.00016963264462_mu: 0.00061092203676,0.00000032258127
535	-143414.058249	-143241.829785	172.22846399999	lambda: 0.00100767818046_mu: 0.00060821994397	lambda: 0.00101927662501,0.00010742648008_mu: 0.00061836097701,0.00000000000802
536	-143797.331546	-143616.932152	180.39939400001	lambda: 0.00099812416284_mu: 0.00061681755500	lambda: 0.00101033959726,0.00008318800646_mu: 0.00062700672803,0.00000000000340
537	-143707.669668	-143529.161126	178.508542	lambda: 0.00101148631741_mu: 0.00062284007485	lambda: 0.00102202285427,0.00012634482764_mu: 0.00063267998049,0.00000000176419
538	-143446.185490	-143257.727367	188.45812299999	lambda: 0.00099811820347_mu: 0.00061734452485	lambda: 0.00101140088451,0.00009526842226_mu: 0.00062817786481,0.00000000000688
539	-143645.655795	-143447.674467	197.98132799999	lambda: 0.00100078392157_mu: 0.00061986902700	lambda: 0.00100763721468,0.00009511719270_mu: 0.00062978576498,0.00000000000015
540	-143678.704897	-143505.668754	173.03614299998	lambda: 0.00101085451330_mu: 0.00061628524626	lambda: 0.00102688176761,0.00015210873884_mu: 0.00063007253805,0.00000000000022
541	-143350.782592	-143493.727592	-142.94500000001	lambda: 0.00100800349332_mu: 0.00060484242363	lambda: 0.00105790860916,0.00004309097721_mu: 0.00046897583678,0.00000000000006
542	-144231.546638	-144068.322961	163.223677	lambda: 0.00100746767973_mu: 0.00060283740382	lambda: 0.00101733106248,0.00019191760444_mu: 0.00061322554262,0.00000000000017
543	-143317.485543	-143107.248370	210.237173	lambda: 0.00101008091119_mu: 0.00061839378751	lambda: 0.00102247369790,0.00004277395486_mu: 0.00063021095964,0.00000000010939
544	-143543.731896	-143413.228848	130.50304800001	lambda: 0.00101383444910_mu: 0.00060104194016	lambda: 0.00100919043415,0.00000000000002_mu: 0.00062686833022,0.00026800707792
545	-144139.520129	-143969.104251	170.415878	lambda: 0.00101691931019_mu: 0.00061383464750	lambda: 0.00102690754069,0.00020823153198_mu: 0.00062406396778,0.00000000000076
546	-144280.679621	-144091.531486	189.148135	lambda: 0.00100366173871_mu: 0.00062601651785	lambda: 0.00101464849371,0.00010314470983_mu: 0.00063688547924,0.00000000000085
547	-144045.190611	-143876.480327	168.710284	lambda: 0.00102342221333_mu: 0.00061970175882	lambda: 0.00103449419766,0.00015744382184_mu: 0.00063057135571,0.00000000000270
548	-144481.235073	-144325.440182	155.794891	lambda: 0.00102932263702_mu: 0.00060064275213	lambda: 0.00103622878113,0.00056662041731_mu: 0.00060290375249,0.00000000551469
549	-143347.398681	-143248.246119	99.152562000003	lambda: 0.00101709482203_mu: 0.00062143355848	lambda: 0.00107698628654,0.00078232544083_mu: 0.00063074436226,0.00000000000002
550	-143836.631479	-143657.706246	178.92523300002	lambda: 0.00100376682054_mu: 0.00062035311968	lambda: 0.00101497049783,0.00015356814466_mu: 0.00063057964780,0.00000000000332
551	-144269.135489	-144093.546652	175.58883700002	lambda: 0.00101347381100_mu: 0.00062088010949	lambda: 0.00102706387802,0.00008770865114_mu: 0.00063051495504,0.00000000039999
552	-143549.633825	-143393.106625	156.52720000001	lambda: 0.00101409892709_mu: 0.00061280181046	lambda: 0.00102426693101,0.00024433004329_mu: 0.00062211534100,0.00000000000044
553	-143553.407906	-143336.028277	217.379629	lambda: 0.00100722342045_mu: 0.00062009466787	lambda: 0.00102875716746,0.00005564760074_mu: 0.00062843916203,0.00000000001190
554	-143661.709951	-143505.465274	156.24467700001	lambda: 0.00100264456420_mu: 0.00059990880355	lambda: 0.00101876638600,0.00035720146200_mu: 0.00060763976086,0.00000000000038
555	-143854.044548	-143677.751113	176.293435	lambda: 0.00101196610969_mu: 0.00061494898271	lambda: 0.00102549872437,0.00009810713060_mu: 0.00062488563281,0.00000000001796
556	-143114.920262	-142950.514917	164.40534500001	lambda: 0.00099101250513_mu: 0.00061708031386	lambda: 0.00099851280926,0.00000000000005_mu: 0.00063614370765,0.00013587909385
557	-144450.116900	-144269.364789	180.75211099998	lambda: 0.00101063044269_mu: 0.00060851265199	lambda: 0.00102285239911,0.00010519108343_mu: 0.00061801827460,0.00000000080026
558	-143531.868303	-143364.351333	167.51697	lambda: 0.00101109861432_mu: 0.00061084467347	lambda: 0.00102274733792,0.00018701841935_mu: 0.00062059417450,0.00000000003471
559	-143461.368307	-143256.697039	204.67126800001	lambda: 0.00100548384116_mu: 0.00061744284014	lambda: 0.00101749633530,0.00007402732408_mu: 0.00062790581178,0.00000087938004
560	-143507.352630	-143313.018301	194.334329	lambda: 0.00100088752530_mu: 0.00060375960724	lambda: 0.00101353166964,0.00008736173493_mu: 0.00061313116879,0.00000000045276
561	-144702.286973	-144518.120342	184.166631	lambda: 0.00102044296462_mu: 0.00061666809097	lambda: 0.00103014424501,0.00012664976491_mu: 0.00062714443715,0.00000000000345
562	-144118.715359	-143948.462091	170.253268	lambda: 0.00100444613224_mu: 0.00062217234755	lambda: 0.00101693325343,0.00015001470395_mu: 0.00063157403975,0.00000979177107
563	-143845.884390	-143669.253514	176.63087599998	lambda: 0.00101940269446_mu: 0.00059665267403	lambda: 0.00103313105636,0.00010871324277_mu: 0.00060544047598,0.00000000000260
564	-143591.070298	-143418.967436	172.102862	lambda: 0.00101144320200_mu: 0.00061322793330	lambda: 0.00103022309449,0.00018327841406_mu: 0.00062295220218,0.00000000000249
565	-144000.581351	-143817.985733	182.59561799999	lambda: 0.00101278363128_mu: 0.00060993810924	lambda: 0.00102289355697,0.00022516167937_mu: 0.00062046969639,0.00000000000004
566	-143969.743478	-143792.118483	177.62499499999	lambda: 0.00099774191257_mu: 0.00061566477079	lambda: 0.00100875148442,0.00018040195523_mu: 0.00062542901976,0.00000004882913
567	-143221.107088	-143054.735618	166.37146999998	lambda: 0.00100388409483_mu: 0.00060958637763	lambda: 0.00101612103012,0.00016710180100_mu: 0.00061867371268,0.00000000000085
568	-142944.379039	-142762.503781	181.87525799999	lambda: 0.00100105154882_mu: 0.00060035897727	lambda: 0.00101386241067,0.00012074609921_mu: 0.00061051869923,0.00000000000075
569	-143900.305184	-143793.837057	106.468127	lambda: 0.00101204900519_mu: 0.00060346488553	lambda: 0.00102549129893,0.00081174158284_mu: 0.00060899837656,0.00000000000293
570	-143677.742465	-143497.896393	179.84607199999	lambda: 0.00101442053376_mu: 0.00060188062364	lambda: 0.00102625547618,0.00022174686550_mu: 0.00061089858005,0.00000000000160
571	-143603.491791	-144545.962850	-942.471059	lambda: 0.00101772926684_mu: 0.00061540327628	lambda: 0.00192549014108,0.00054456576371_mu: 0.00048944958973,0.00000000000017
572	-142999.938498	-142826.580635	173.35786300001	lambda: 0.00100904512747_mu: 0.00059351063978	lambda: 0.00101846820086,0.00015128278365_mu: 0.00060438222930,0.00000000000040
573	-143301.201525	-143124.906825	176.2947	lambda: 0.00100920494505_mu: 0.00060662165958	lambda: 0.00101979058013,0.00045399660743_mu: 0.00061425702432,0.00000008978240
574	-143247.951839	-143071.656350	176.29548899998	lambda: 0.00100450151583_mu: 0.00060808551778	lambda: 0.00101325413185,0.00015131602209_mu: 0.00062027600050,0.00000000000009
575	-143677.702627	-143489.030141	188.672486	lambda: 0.00100184660572_mu: 0.00060553944654	lambda: 0.00101151168290,0.00012930659618_mu: 0.00061616298550,0.00000000000041
576	-143386.974937	-143195.205898	191.76903900001	lambda: 0.00101243377031_mu: 0.00060087974302	lambda: 0.00102380800686,0.00016078946614_mu: 0.00060995518601,0.00000000000282
577	-143318.000749	-143161.858516	156.14223299999	lambda: 0.00098957778465_mu: 0.00061300137037	lambda: 0.00100010558501,0.00020103980752_mu: 0.00062233131892,0.00000000000157
578	-144688.396373	-145783.327716	-1094.931343	lambda: 0.00101521315537_mu: 0.00062288497286	lambda: 0.00115926474807,0.00000000000012_mu: 0.00035736389448,0.00000000089135
579	-143531.655346	-143346.454146	185.20120000001	lambda: 0.00100376309633_mu: 0.00062312295481	lambda: 0.00101626394895,0.00009724952437_mu: 0.00063270640087,0.00000000000027
580	-144284.817901	-144124.156212	160.661689	lambda: 0.00100632608687_mu: 0.00061942428713	lambda: 0.00101709134661,0.00052130753941_mu: 0.00062831124420,0.00000000000045
581	-143374.637231	-143190.036978	184.60025300001	lambda: 0.00100226907908_mu: 0.00060962150506	lambda: 0.00101429234174,0.00008698977860_mu: 0.00062009469832,0.00000000001124
582	-143185.355703	-149378.963184	-6193.607481	lambda: 0.00100435357349_mu: 0.00061028329166	lambda: 0.00136029244069,0.00000000000002_mu: 0.00012854496881,0.00000419810029
583	-143313.486610	-143115.947272	197.539338	lambda: 0.00099863929710_mu: 0.00060237306386	lambda: 0.00101259751740,0.00006366248844_mu: 0.00060837736021,0.00000000261851
584	-144032.651897	-143877.635732	155.01616500001	lambda: 0.00101456802167_mu: 0.00061499804366	lambda: 0.00102395828037,0.00031716168014_mu: 0.00062548561782,0.00000000000168
585	-143074.231439	-142879.315151	194.91628800001	lambda: 0.00101044520167_mu: 0.00060346297543	lambda: 0.00102300238884,0.00005579974815_mu: 0.00061361067508,0.00000000000313
586	-144452.818582	-144308.582970	144.23561200002	lambda: 0.00101546695447_mu: 0.00062429374744	lambda: 0.00102657226380,0.00024323915329_mu: 0.00063423827046,0.00000000041303
587	-143278.376282	-143107.060386	171.31589600001	lambda: 0.00099901598576_mu: 0.00060184190775	lambda: 0.00100896998381,0.00018934656640_mu: 0.00061108048628,0.00000000000101
588	-144204.792371	-144007.830286	196.96208499998	lambda: 0.00100560162491_mu: 0.00062403635244	lambda: 0.00101937663867,0.00007160597472_mu: 0.00063346715718,0.00000000000123
589	-143076.650814	-142881.637926	195.012888	lambda: 0.00101214701412_mu: 0.00061641499880	lambda: 0.00102180171277,0.00010203275038_mu: 0.00062908148983,0.00000266264673
590	-143358.021436	-143172.454773	185.56666300001	lambda: 0.00100657479906_mu: 0.00060574744963	lambda: 0.00101335538193,0.00010383939404_mu: 0.00061376049173,0.00000000000000
591	-142760.466741	-142578.604264	181.86247700002	lambda: 0.00099897986426_mu: 0.00061239684031	lambda: 0.00101149076710,0.00012137336988_mu: 0.00062208827617,0.00000541577737
592	-144050.615806	-149271.663622	-5221.047816	lambda: 0.00101764526375_mu: 0.00061414434790	lambda: 0.00033884998289,0.00000000000001_mu: 0.00097748790496,0.00002261589052
593	-143797.008064	-143613.195897	183.812167	lambda: 0.00101404741690_mu: 0.00061368332156	lambda: 0.00103126410075,0.00007772527405_mu: 0.00062643102819,0.00000000000005
594	-143278.648239	-143094.482623	184.16561600001	lambda: 0.00100512566409_mu: 0.00060870713334	lambda: 0.00101731818234,0.00009835064994_mu: 0.00061834014949,0.00000000000396
595	-143814.206254	-143631.724180	182.482074	lambda: 0.00102133395010_mu: 0.00061289967960	lambda: 0.00104015913517,0.00010999550653_mu: 0.00063841257396,0.00000000000088
596	-143686.888381	-143500.987419	185.90096199999	lambda: 0.00101569171813_mu: 0.00060751671240	lambda: 0.00102246108460,0.00013894867458_mu: 0.00061539215698,0.00000000000079
597	-144332.890835	-144179.820366	153.070469	lambda: 0.00101011194515_mu: 0.00060883304500	lambda: 0.00105100929342,0.00000000000050_mu: 0.00060783829722,0.00000022143407
598	-144137.139691	-143967.416879	169.72281199999	lambda: 0.00102579114255_mu: 0.00061400912408	lambda: 0.00103710556028,0.00017115369080_mu: 0.00062387138633,0.00000000000172
599	-143355.534273	-143174.982964	180.551309	lambda: 0.00101211635999_mu: 0.00061448071925	lambda: 0.00102352719889,0.00015940843535_mu: 0.00062469422587,0.00000000000181
600	-143920.505996	-143766.830386	153.67561000001	lambda: 0.00101070412307_mu: 0.00062822487608	lambda: 0.00102209207985,0.00026528405148_mu: 0.00063825629399,0.00000000843939
601	-143923.575214	-148766.287380	-4842.712166	lambda: 0.00101327351001_mu: 0.00061608629613	lambda: 0.00073673982895,0.01608938601308_mu: 0.00064769099533,0.01301136453000
602	-143682.879015	-143509.317948	173.561067	lambda: 0.00099706788955_mu: 0.00061498297697	lambda: 0.00100983300068,0.00000464513602_mu: 0.00062874643353,0.00000000000015
603	-144297.957458	-144126.711269	171.246189	lambda: 0.00100188398322_mu: 0.00062305206284	lambda: 0.00101242659060,0.00018288475745_mu: 0.00063356726241,0.00000000023116
604	-143572.405317	-143385.395325	187.00999200001	lambda: 0.00101034280129_mu: 0.00060291478694	lambda: 0.00102089858273,0.00011037203073_mu: 0.00061269436556,0.00000000000043
605	-143105.182528	-142940.713262	164.469266	lambda: 0.00100188552495_mu: 0.00061785167163	lambda: 0.00101231277662,0.00025495377325_mu: 0.00062889261864,0.00000000235630
606	-143744.776474	-143566.001057	178.77541700003	lambda: 0.00100936806557_mu: 0.00061561849579	lambda: 0.00102150023973,0.00012668454082_mu: 0.00062462460734,0.00000000000003
607	-144007.176483	-143835.614239	171.562244	lambda: 0.00100502837041_mu: 0.00061896489671	lambda: 0.00101770965048,0.00013978459843_mu: 0.00062873893935,0.00000643037764
608	-143581.772709	-143400.340122	181.43258700002	lambda: 0.00102192242852_mu: 0.00061097713701	lambda: 0.00103581876821,0.00012811253092_mu: 0.00062002943106,0.00000000000069
609	-142699.824137	-142513.221312	186.60282499998	lambda: 0.00099842617600_mu: 0.00060301697935	lambda: 0.00101058813287,0.00000007524790_mu: 0.00061305667050,0.00000663788503
610	-143274.205924	-143094.277919	179.92800500002	lambda: 0.00101226603034_mu: 0.00061030121871	lambda: 0.00102407205612,0.00016328110937_mu: 0.00061978036046,0.00000000070986
611	-143826.020553	-144827.725221	-1001.704668	lambda: 0.00100835128497_mu: 0.00061064695465	lambda: 0.00089340786415,0.00443961877048_mu: 0.00064951873710,0.00000005001060
612	-143797.048718	-143602.743286	194.30543199999	lambda: 0.00100337908719_mu: 0.00060559721718	lambda: 0.00101594965733,0.00009654291751_mu: 0.00061518281003,0.00000000000429
613	-142991.755120	-142788.918333	202.83678699998	lambda: 0.00100143222451_mu: 0.00062956886228	lambda: 0.00101059470375,0.00011498330116_mu: 0.00064350199796,0.00000000000367
614	-143560.565236	-143401.570501	158.99473499999	lambda: 0.00100792047287_mu: 0.00060736577782	lambda: 0.00101963005471,0.00018236595737_mu: 0.00061679025218,0.00000000000076
615	-143973.886980	-143827.643435	146.243545	lambda: 0.00101041660256_mu: 0.00060887700667	lambda: 0.00101909539522,0.00059922756843_mu: 0.00062125753382,0.00000000000003
616	-143750.249994	-143616.489504	133.76049000002	lambda: 0.00100934382667_mu: 0.00062399750459	lambda: 0.00101665681442,0.00066668668588_mu: 0.00063929283930,0.00000000000001
617	-143443.580676	-143259.734501	183.84617500001	lambda: 0.00100946094482_mu: 0.00060935632696	lambda: 0.00102312076038,0.00020030887128_mu: 0.00061919234812,0.00000000000014
618	-143814.441721	-144003.688421	-189.24669999999	lambda: 0.00101953546113_mu: 0.00061364918022	lambda: 0.00095768997574,0.00192144133423_mu: 0.00064533316392,0.00000000317089
619	-142889.299605	-142721.697066	167.60253900001	lambda: 0.00100006091058_mu: 0.00061474982265	lambda: 0.00101062936114,0.00036658732266_mu: 0.00062451525843,0.00000000000164
620	-143752.920914	-143618.492653	134.42826099999	lambda: 0.00099922914166_mu: 0.00062088878333	lambda: 0.00097860361703,0.00048774580898_mu: 0.00060435371960,0.00000000000000
621	-143273.530349	-143114.257368	159.27298100002	lambda: 0.00099679056156_mu: 0.00061651862862	lambda: 0.00100915139473,0.00054195195938_mu: 0.00062461072429,0.00000000000068
622	-143709.830280	-143544.906002	164.92427799999	lambda: 0.00101593998901_mu: 0.00060960868124	lambda: 0.00102564468197,0.00022121012764_mu: 0.00061969250094,0.00000000000127
623	-144713.280774	-144540.539504	172.74127000003	lambda: 0.00101233152281_mu: 0.00062210328115	lambda: 0.00101125119547,0.00016473544265_mu: 0.00064119244134,0.00000000000080
624	-143513.589294	-143328.580799	185.00849500002	lambda: 0.00101233270300_mu: 0.00061252801311	lambda: 0.00102552817529,0.00007114159955_mu: 0.00062265838280,0.00000650402531
625	-143462.183277	-143305.168900	157.01437700001	lambda: 0.00101219769949_mu: 0.00060329127112	lambda: 0.00102417877208,0.00018437539498_mu: 0.00061205308614,0.00000000000119
626	-143394.225512	-143197.608023	196.617489	lambda: 0.00101315640925_mu: 0.00061592825574	lambda: 0.00102435385132,0.00010404886146_mu: 0.00062507567469,0.00000000000097
627	-144204.260162	-144029.031164	175.22899799998	lambda: 0.00101355285630_mu: 0.00060122611103	lambda: 0.00102664619225,0.00010005723882_mu: 0.00061055745669,0.00000000584954
628	-143209.819813	-143041.642662	168.17715100001	lambda: 0.00101030737899_mu: 0.00060851856896	lambda: 0.00102000373563,0.00018317772484_mu: 0.00061904570956,0.00000000000276
